"Sr.","Stock Name","Symbol","close","%_change","volume","sma150","market_cap","sector","atr14","ema21","Add Column"
1116,"Mold-tek Technologies Limited","MOLDTECH","179.6","-3.2%","45,165","133.06","534.45","realty","12.77","165.17",""
1117,"Birla Cable Limited","BIRLACABLE","279.14","-3.22%","1,91,145","168.32","865.32","industrials","16.26","243.52",""
1118,"Butterfly Gandhimathi Appliances Limited","BUTTERFLY","655.9","-3.25%","14,265","648.52","1212.05","consumer discretionary","23.8","697.06",""
1119,"Gtl Limited","GTL","7.41","-3.26%","4,40,114","7.36","120.49","telecom-service","0.41","7.49",""
1120,"RBZ Jewellers Ltd","RBZJEWEL","136.19","-3.3%","89,603","135.69","563.36","consumer discretionary","5.87","145.22",""
1121,"Sigachi Industries Ltd","SIGACHI","26.35","-3.41%","13,41,435","22.46","1042.42","healthcare","1.25","25.83",""
1122,"Arvind Limited","ARVIND","552.3","-3.42%","9,95,836","429.69","15556.64","textiles","24.98","544.87",""
1123,"NIBE Ltd","NIBE","1,439","-3.43%","1,78,720","1236.32","2309.92","aerospace & defence","63.27","1458.74",""
1124,"Sheela Foam Limited","SFL","675.1","-3.55%","1,52,631","613.04","7643.69","consumer discretionary","31.57","722.56",""
1125,"EPack Prefab Technologies Ltd","EPACKPEB","221.55","-3.55%","11,16,258","209.25","2311.44","metals & mining","13.76","245.43",""
1126,"LG Electronics India Ltd","LGEINDIA","1,667.6","-3.59%","21,14,300","1526.3","117407.26","consumer discretionary","55.07","1581.06",""
1127,"Chembond Material Technologies Ltd","CHEMBOND","172.41","-3.6%","3,241","160.23","240.52","chemicals","9.7","176.93",""
1128,"Jinkushal Industries Ltd","JKIPL","97.1","-3.62%","41,988","83.46","386.74","services","5.31","98.66",""
1129,"Visaka Industries Limited","VISAKAIND","92","-3.62%","9,54,044","70.75","824.82","building materials","4.93","89.88",""
1130,"Yuken India Ltd","YUKEN","821.95","-3.66%","3,781","732.77","1158.99","industrials","37.82","779.14",""
1131,"Plastiblends India Limited","PLASTIBLEN","191.8","-3.7%","35,458","164.06","517.63","chemicals","7.52","193.52",""
1132,"S H Kelkar And Company Limited","SHK","164.25","-3.79%","4,61,027","143.6","2363.12","chemicals","7.07","160.33",""
1133,"Til Limited","TIL","229.85","-3.81%","2,48,112","213.84","1970","industrials","15.57","232.75",""
1134,"Nahar Industrial Enterprises Limited","NAHARINDUS","117.38","-3.82%","85,593","108.24","527.28","textiles","6.15","120.03",""
1135,"Bajaj Consumer Care Ltd","BAJAJCON","481.4","-3.84%","15,95,673","462.79","6538.75","fmcg","21.93","536.19",""
1136,"Jb Chemicals & Pharmaceuticals Limited","JBCHEPHARM","2,408.9","-3.87%","2,38,96,120","2046.38","38676.99","healthcare","65.38","2361.43",""
1137,"Bharat Seats Ltd","BHARATSE","238.44","-3.87%","2,30,904","187.72","1557.75","auto","13.42","230.05",""
1138,"Amines & Plasticizers Ltd","AMNPLST","185.55","-3.89%","16,257","177.65","1062.16","chemicals","9.96","196",""
1139,"Pearl Global Industries Limited","PGIL","2,378","-3.9%","78,069","1708.19","11428.72","consumer discretionary","97.63","2239.06",""
1140,"Sicagen India Limited","SICAGEN","56.46","-3.98%","1,00,723","39.75","232.68","services","4.78","56.67",""
1141,"Jayshree Tea & Industries Limited","JAYSREETEA","88.32","-4.04%","1,29,817","84.81","265.79","fmcg","3.64","86.65",""
1142,"Poddar Pigments Limited","PODDARMENT","253.45","-4.07%","5,028","246.09","280.32","chemicals","11.82","257.52",""
1143,"Ppap Automotive Limited","PPAP","280","-4.08%","15,839","229.78","413.13","auto","17.11","291.25",""
1144,"Galaxy Surfactants Ltd","GALAXYSURF","2,403.7","-4.17%","6,99,870","1874.85","8893.47","chemicals","136.82","2078.3",""
1145,"Honasa Consumer Ltd","HONASA","481.65","-4.21%","25,70,012","361.72","16392.5","services","19.2","466.97",""
1146,"Kirloskar Electric Company Limited","KECL","137.5","-4.22%","3,26,745","107.94","953.44","industrials","9.69","137.79",""
1147,"KN Agri Resources Ltd","KNAGRI","216.19","-4.3%","1,14,667","192.26","564.75","fmcg","9.8","209.68",""
1148,"Vadilal Industries Limited","VADILALIND","7,411","-4.36%","73,266","5308","5569.85","fmcg","384.19","7177.79",""
1149,"Rane Holdings Limited","RANEHOLDIN","1,600.9","-4.39%","43,583","1386.53","2390.68","financials","79.45","1741.61",""
1150,"Veranda Learning Solutions Ltd","VERANDA","235.1","-4.39%","4,90,551","205.53","2368.53","services","14.33","244.15",""
1151,"Orchid Pharma Ltd","ORCHPHARMA","998.35","-4.52%","1,97,589","758.68","5303.44","healthcare","53.24","1017.38",""
1152,"Dhunseri Investments Limited","DHUNINV","1,014.65","-4.59%","2,914","909.41","648.43","financials","63.5","944.63",""
1153,"B&B Triplewall Containers Ltd","BBTCL","233.35","-4.61%","44,028","198.55","501.79","industrials","13.61","225.11",""
1154,"Beta Drugs Ltd","BETA","2,432.9","-4.62%","34,906","1606.07","2827.67","healthcare","167.04","2395.47",""
1155,"Semac Consultants Ltd","SEMAC","310.95","-4.62%","1,380","291.7","101.62","realty","13.46","314.79",""
1156,"Tarmat Limited","TARMAT","55.98","-4.63%","37,344","52.82","147.13","realty","4.88","53.43",""
1157,"Omax Autos Limited","OMAXAUTO","195.24","-4.74%","92,184","162.47","438.37","auto","12.67","204.7",""
1158,"Indo Amines Ltd","INDOAMIN","123.79","-4.78%","1,24,148","118.74","943.64","chemicals","5.79","128.98",""
1159,"Likhitha Infrastructure Ltd","LIKHITHA","206.67","-4.83%","75,594","200.55","856.74","realty","13.14","226.52",""
1160,"The Jammu & Kashmir Bank Limited","J&KBANK","147.97","-4.83%","56,11,294","134.51","17121.18","bank","5.77","160.45",""
1161,"3i Infotech Ltd","3IINFOLTD","25.64","-4.86%","2,38,269","17.12","558.95","i.t","1.41","24.09",""
1162,"Gretex Corporate Services Ltd","GCSL","492.4","-4.9%","4,99,095","393.71","1250.85","financials","28.1","506.55",""
1163,"Mamata Machinery Ltd","MAMATA","405.6","-4.9%","1,89,448","396.65","1049.52","industrials","13.1","410.47",""
1164,"Centum Electronics Limited","CENTUM","3,362.6","-4.97%","1,87,350","3025.18","5222.48","aerospace & defence","170.63","3658.25",""
1165,"Lokesh Machines Limited","LOKESHMACH","329.8","-4.98%","32,992","247.23","756.57","industrials","6.55","337.38",""
1166,"Plaza Wires Ltd","PLAZACABLE","53.57","-4.98%","2,90,486","42.32","246.67","industrials","2.68","47.93",""
1167,"Modi Naturals Ltd","MODINATUR","380.65","-4.99%","26,498","370.87","533.12","fmcg","15.17","399.02",""
1168,"Valiant Organics Ltd","VALIANTORG","308.3","-4.99%","40,181","265.79","909.72","chemicals","14.34","294.51",""
1169,"Sical Logistics Ltd","SICALLOG","109.95","-4.99%","1,07,424","80.64","923.35","transportation","7.36","105.07",""
1170,"Aditya Infotech Ltd","CPPLUS","3,343.1","-5%","6,40,466","2470.37","41471.59","consumer discretionary","180.18","3580.44",""
1171,"Spectrum Electrical Industries Ltd","SPECTRUM","2,125.1","-5%","9,581","1554.96","3515.03","industrials","137.49","2290.39",""
1172,"Arrow Greentech Limited","ARROWGREEN","768.65","-5%","28,002","537.25","1220.77","plastic products","37.03","742.1",""
1173,"GE Power India Ltd","GVPIL","731.15","-5%","4,55,490","613.14","5173.83","realty","39.19","777.24",""
1174,"Sigma Advanced System Ltd","SIGMAADV","627.1","-5%","2,52,071","338.47","12508.64","aerospace & defence","34","636.05",""
1175,"Aarti Surfactants Ltd","AARTISURF","625.65","-5%","8,684","403.68","557.85","chemicals","41.26","516.38",""
1176,"Jana Small Finance Bank Ltd","JSFB","548.85","-5%","7,14,530","439.02","6086.08","bank","25.41","545.42",""
1177,"Ujaas Energy Ltd","UEL","222.48","-5%","7,679","154.3","3123.91","power & utilities","14.59","201.5",""
1178,"Zenith Exports Limited","ZENITHEXPO","204.51","-5%","936","203.49","116.17","consumer discretionary","11.84","212.04",""
1179,"Kilitch Drugs (india) Limited","KILITCH","172.58","-5%","1,22,514","168.34","635.11","healthcare","8.16","186.2",""
1180,"Autoline Industries Limited","AUTOIND","93.36","-5%","16,715","77.05","445.9","auto","5.17","93.02",""
1181,"Tinna Rubber & Infrastructure Ltd","TINNARUBR","1,030.3","-5.45%","1,06,082","803.67","1963.18","fmcg","57.52","1078.53",""
1182,"Silver Touch Technologies Ltd","SILVERTUC","197.27","-5.74%","6,86,481","157.79","2654.01","i.t","10.69","199.41",""
1183,"Saraswati Saree Depot Ltd","SSDL","61.38","-5.77%","58,012","60.93","257.95","textiles","4.24","57.51",""
1184,"Magellanic Cloud Ltd","MCLOUD","26.77","-6%","65,41,275","25.93","1677.66","i.t","1.25","28.65",""
1185,"Amd Industries Limited","AMDIND","51.41","-6.19%","74,717","44.52","105.03","industrials","4.01","49.12",""
1186,"Kothari Petrochemicals Limited","KOTHARIPET","133.91","-6.96%","2,09,987","124.73","846.92","energy","7.63","140.62",""
1187,"Belrise Industries Ltd","BELRISE","236.09","-7.54%","1,72,55,848","208.3","24696.22","auto","10.59","243.04",""
1188,"Shreeji Shipping Global Ltd","SHREEJISPG","601.8","-7.9%","27,91,511","444.87","10645.08","transportation","28.62","628.31",""
1189,"Cupid Limited","CUPID","267.32","-9.04%","5,91,46,915","134.82","39516.89","fmcg","18.85","250.63",""
1190,"Primo Chemicals Ltd","PRIMO","23.28","-9.13%","3,84,904","22.32","620.88","chemicals","1.67","24",""
1191,"Kapston Services Ltd","KAPSTON","522.7","-11.17%","2,71,846","334.71","1790.63","miscellaneous","34","510.25",""
1192,"Schneider Electric Infrastructure Limited","SCHNEIDER","1,212.2","-11.47%","22,82,209","1085.75","32738.12","industrials","76.49","1351.51",""
1193,"Thomas Scott (india) Limited","THOMASCOTT","301.1","-13.2%","3,35,204","294.43","508.92","consumer discretionary","25.77","318.33",""
1194,"Kernex Microsystems (india) Limited","KERNEX","1,751.7","-13.46%","15,55,993","1534.42","3401.39","consumer discretionary","211.68","2207.35",""
1195,"NGL Fine Chem Ltd","NGLFINE","2,908.4","-15.8%","58,561","2507.33","2133.89","healthcare","222.27","3281.63",""
